open,open_truth,close,close_truth,high,high_truth,low,low_truth
913.913539924139,893.8789395785452,844.6904697705212,890.8850606188777,815.5162854765651,900.9970471812902,865.0543098818662,888.500073356569
913.3169342330219,876.9419415435256,843.7423966613713,894.0119830442372,816.8142642699955,894.0260426411985,864.4862841155531,876.0360418673755
905.6572231653037,856.1890102956714,842.7955297521057,876.4800184992555,813.7887925936578,880.033959097713,860.8448598716559,856.1890186194481
897.1326544724109,858.3280265684904,838.0706940298679,856.8599711793664,808.1649280982016,860.9510225192068,855.5932333175243,854.2840577993693
896.0750145440878,847.5410426699818,832.8546334047022,859.6930331578853,800.8175279722569,867.1649742311416,853.0806968551279,842.98697151953
891.1851606559397,842.7459822900119,831.198822513372,843.9869536879364,799.2197112070797,843.9870424090562,849.1406337361933,835.7569556962849
888.3405946280302,835.3009640634479,826.1653503957095,842.6409853919151,791.710976944053,844.7119806118129,845.4071254413725,832.144037212074
884.7512224644364,831.5010072845758,823.7202324550154,835.6079354158643,789.093406670904,840.143028290051,841.4843747209908,829.2770443137886
881.7163086376013,839.2209723318101,819.2613638072911,832.995004916251,785.1127151414273,840.0049810614346,837.064788011104,829.6789606008829
881.4442527906956,849.8729934024634,814.3691678510908,841.0010058740678,781.227606478071,854.6040462451873,832.9326468151213,837.7829540614189
882.3390852491142,844.9399270643594,811.2405869008902,849.5900537010136,779.098909080684,856.0950171950517,830.4063798297348,843.1760647002758
879.4653051705302,850.4689904675247,808.7178198426369,846.2309377979043,774.7124469762443,851.949034276074,828.3417270574869,841.8579344932141
880.1370761795284,821.9110386811496,804.7084114268425,851.8159448127153,771.1497021830199,854.2859440315066,826.3242356468143,818.8630396049621
871.2619388785423,837.8629754449905,803.2425770173076,824.0970191439095,770.0410626976369,850.6580567753849,821.6564548093976,822.5240149196388
876.2274145541134,842.6199966964783,796.911233824015,829.4890341772142,768.1333626276491,842.6199639003096,820.608308472872,827.2289577160182
878.3258050377132,841.7479877151491,797.5037795172336,844.7290681668225,765.6597754617451,848.022070058286,819.4919572558405,839.2819689843955
878.4047742684426,850.252928217745,800.2123013576868,842.555948300064,765.3724180553196,854.4480391786693,819.7192571092547,838.6090241130591
880.5897418084683,853.6790364418925,799.2738778476122,849.6790109424892,764.4844714933037,856.7380707131384,818.6611113701166,845.3610087935032
880.456909171808,855.3170013143422,799.299509595156,855.9319511432949,762.3177235918878,856.1000398615836,818.6437989715637,842.8120565962197
879.4179844946982,875.934969734341,798.4612006754878,859.494010176957,759.8292206284044,875.9350066017149,817.484017513335,858.3699331026675
884.8295830691101,897.1020710131111,797.4169331255558,878.6860073128644,762.1506057781933,897.1020453868864,819.4880768906476,876.8840509068372
891.5795503400446,906.7509241874279,801.0503087273839,898.8979972260299,765.1212847287295,907.5709566613374,822.5489388037623,898.0839784037472
895.146099026549,913.4800460159541,806.591892546356,903.7160118893388,766.3188101915239,913.4800477349935,826.1723044250311,901.2069261599482
898.3263223241868,904.2089974657239,809.9017050291899,916.0430731580857,767.6417501155971,920.6469362698256,827.2995505135657,904.2089856159092
897.0287315733971,892.0609735501172,814.9083391994241,898.3009282832446,770.2699745298742,898.6700305569051,828.383515605718,888.3969451893272
894.898540378386,900.0589285483004,813.8016508054736,893.5720216363969,767.5842177535055,904.896006228113,826.3166241612436,892.8310086462798
898.7149300607623,894.769055185032,815.2747224143151,900.6459316335323,771.836742083764,901.2430056393324,826.9346469406189,891.9259880874457
898.6966712790908,906.3060185406985,819.2586498575512,896.1659544878307,774.1639109101651,906.3060057054041,826.9565859284403,894.3859903749229
904.1647199201705,881.6230366945626,821.19414834708,906.2550626460317,777.9007748098253,906.4819512360333,827.6537084598244,872.5629657749238
897.610578082663,883.6050274450065,826.0481982319358,880.3449844788912,779.9186691394805,888.0779878514169,824.4752416324021,876.037982049972
897.9215859971346,866.659052175665,823.2481559752526,879.2369391100708,777.7948422066091,879.4930331324397,824.8598455209435,861.8270399999024
891.7995686591865,881.2079537245633,825.0716286505166,866.8340380235913,777.9924004235266,881.248074580264,822.132396524787,865.1359467957319
895.5013844865741,895.3910710139753,824.9320110138956,883.537041698009,780.0547377418874,905.4150151030658,821.5557145591976,882.8620519761147
899.4900153427185,894.9969856428983,830.8214327245357,892.9589705451432,787.5942168121694,900.1800267587839,823.4323188644053,877.6899729084374
898.8788026262642,911.9409828775587,835.1364620360437,894.5559791921082,789.7886654805181,911.9409809480368,822.112099229932,889.1030224096181
904.0738824813546,907.5690697628261,837.2825931803885,912.6040465126339,795.1930546687363,925.3650465673802,823.3872469302418,895.035951544732
902.9512717215838,848.535994114566,841.5412326473,905.7730350172225,799.3512137490033,908.8290585265456,824.1685435373487,844.4730021435918
885.232645674509,841.5789418281736,839.8849694310131,837.2819900804463,795.5775169614433,858.0920598484992,816.7431662511231,835.1789305273594
883.3983988990905,816.7310223209382,826.9457617209258,838.9970555410985,784.205895529413,839.1500623369155,815.0708780978025,807.7840000000001
877.1963472348156,816.5460000000002,828.330780738205,818.0330000000002,780.1144009322046,823.8599999999998,809.9978975873591,807.96503396073
879.213790453005,835.4669668201448,826.3438679786029,818.3790285918418,777.3954641163228,835.4929522936998,807.4726753156783,812.989062171817
885.9660400716485,855.2059270591737,828.089239211351,837.5319750064913,780.1144009322046,857.6570664864419,805.2023631882073,836.0400731105508
891.1956594554009,856.5610329722286,831.4472996895614,855.9459732169512,784.5185184705136,863.1979808831154,805.9199322592617,853.2909827996195
889.4665528311075,847.6340102999927,831.7330182871822,855.6120066239539,784.4402866342305,858.4620629496751,806.6951098289492,842.1019497659208
884.0622577693642,855.5949912652911,827.2786728890243,849.5080321088734,781.9618290038107,864.9630676640032,803.8078196358086,848.3979915362002
884.4178475424172,867.7579265192629,822.8570456627313,857.3309922342304,782.5094518577931,872.8349559374808,804.1176518719794,854.9559579569997
887.4646295773389,867.6579596896114,823.2027727046016,868.4509489686492,784.5739200043796,876.305009702891,805.3217590402962,861.6589903380873
888.4226069890382,861.1949596039476,826.5697289069595,868.456075318158,785.706911812341,871.7669543904004,807.4959575068356,855.5869650352897
887.8623667047502,880.2810162417056,828.8946791841689,863.341033933312,784.478032734227,880.280982969868,807.9947336789371,862.0980685841442
894.3701008055092,883.5129727540792,829.2021093797091,882.7629629221859,785.4180323857544,891.0200528229235,809.8838745486141,879.1800331425072
895.1634448691369,882.8419625276507,831.673160617918,884.1710505122545,785.8131488195894,888.016041630858,813.0563715834321,871.2890120331349
894.6803479374112,881.1410048584344,829.2488496252302,883.1959886806908,782.289976550555,890.4030258495925,812.8090729247929,871.8210697990062
894.7364936910511,873.0770139332058,827.1114634300474,881.4619255718592,780.6285393426417,888.2810253409145,813.5470885355176,868.2120316799881
893.1782588319005,885.3890625708284,826.1762061946694,875.2709538901153,780.5828787378072,885.3890348327099,813.9484078433516,869.3340541999937
898.4532208568038,883.505060615355,825.797157880992,887.5429822891358,782.3825153763531,898.5050435714362,814.937303988278,875.576069347203
900.1397236571969,899.9679389529707,830.3285492967668,885.8199257542494,786.9546639404533,900.0629834083913,816.5564609874191,883.510968432218
906.6188523333373,911.8379729176285,832.5419260846677,901.8509253180627,787.127261026728,917.2229997152982,818.178304393232,900.4380168724956
910.3086477961244,905.5429536233427,837.2743005561831,913.075972217411,789.8047988942263,913.3879655152439,820.7462106820346,892.3129798930289
908.5034629148664,934.6500382684889,839.397212352753,909.1740663663152,788.6221892290114,937.390071254593,819.9986434031429,909.1740621250274
919.8047358304561,940.8059865090431,838.1062769264582,932.3950726661387,795.1248681655167,942.4530713206647,823.328444473088,929.8099934656324
924.4833964772703,923.5290708219053,842.7388383575383,942.0730174387398,798.7043551805137,945.5039607336937,828.2218834709527,914.8289481695892
921.6403520145001,938.5700465368511,845.4262517000142,926.6039562460783,802.6457785898326,938.9099605875192,828.0432374272646,925.8960481893422
929.117779578531,928.4280541008891,843.8839743728045,937.0829685169164,804.0582132993816,939.6959317987381,832.8136986974778,924.6549283068778
928.3869718421282,935.9929716604294,848.798635801852,930.0699716139438,805.7616582637428,935.9930089486717,835.2757904123665,920.1620623927714
932.1847984298051,942.9080287489774,850.4057463728491,939.1009409235421,804.9373321444629,947.9090569923459,836.515567091495,934.956999404371
934.4511697047831,948.8610001999499,855.023531855345,943.9810748808983,807.2374090119956,955.5529466456828,840.7520304132404,938.5949910175206
936.31904306978,964.1510561281981,858.3916942575875,950.8669684710505,809.2903098053573,964.150990738046,843.3359058972599,946.1970741648378
941.8735166107716,962.9160017046333,861.7673954091075,965.8859663318399,812.9337216671227,968.8669702073751,846.0527585115434,957.9099564995768
941.9995022043051,970.9069575031759,866.5267586030367,963.7719502594176,817.5299181497692,970.906933829367,849.506731267661,958.6490168240072
945.3995916645707,982.6129667458179,867.6643558690253,974.081943771452,822.5775458122132,982.6129430908022,851.544669218004,971.9300144311192
950.7223308348479,1004.6400566413166,871.9085209373238,986.9750143359604,830.3725720675526,1006.4159685930728,855.6463644717039,985.5780050385895
959.7543415016951,987.9500086284042,877.0555266191068,1000.8999889015856,841.1983970697937,1006.4990708938716,859.3330098945798,987.9499528851511
954.9194161150755,993.710958558798,882.2660085698071,978.6970153042081,846.0560766161261,993.7110574998735,861.0446986790897,978.2039679687621
957.8032385235788,1003.8789697586419,879.3907295953336,995.4209767016175,847.4688157297073,1008.7350707126199,861.182003908992,992.7729483302834
962.1158105978789,984.6649494926693,884.3961575656834,1003.4450706577006,854.973592740315,1003.6990104034005,866.6521248724462,979.528963437319
956.2856294536473,975.9699655041755,887.2961636377875,984.7299748010936,855.9347484720824,1000.2700511823414,867.6854959722759,974.3100214976968
954.127897929615,955.6000122018816,884.4365652618113,973.6700265109243,856.3062735934196,977.8599785315571,871.3016978424193,948.9500440243783
947.4212952651502,960.5399255831124,883.197948755503,955.5999460425082,851.8481243393896,967.7499596111057,871.5524291318061,953.5900653261842
948.6210493774832,968.4899512794079,880.0476562073829,962.1699660379294,850.5831733834563,974.0599507952093,876.4772095408441,956.130062834561
951.2999169617237,941.4299803726675,881.6598931278887,978.150003656626,853.5340660718975,989.9000712183653,879.6219470400514,937.5499788221123
942.338050447798,934.849971927792,885.1762673409286,942.1999699765745,859.0425614391385,942.3699690198658,877.8636938732268,928.3399320367874
939.166804384482,952.7099513763071,877.4318609830442,937.0300464969877,848.9266066400586,952.7099651866673,876.906586873919,936.3800487164559
944.2419849065961,960.4200262501361,875.9075258791152,955.1899888567928,852.4598242421566,968.1199627122818,877.9592105548979,954.7399966266157
947.3010916191461,961.650059508741,879.3470048495236,960.7000607037845,856.7707941466032,961.6500072092413,881.1488707434537,948.8100523878039
948.6033992218674,964.2499578622521,880.6456298000816,962.9600269622209,855.7002051652489,966.9699242785154,880.3565300200286,959.0600370448234
949.6389764556708,957.4299985949101,881.0154808396402,964.79993411091,856.8639417804657,965.059941178286,882.565801018119,948.5300691146555
947.6420743668617,962.819990944344,879.8088286302689,959.010023890734,854.5663001451908,975.3600604168652,880.4145862531068,955.9900711979868
950.6438180736603,981.7100699921609,875.9296898019912,964.0199751106503,853.561158030766,982.1400514267324,881.522579760492,959.5600071754458
958.6694655573787,977.2999655924322,874.9243221983317,981.8899771732393,850.9559161209224,983.1800478028474,882.7875788133742,972.999950510651
957.7992824542166,991.8899494000913,877.8878045393529,978.6700265817943,847.472316376078,996.4000105185805,886.4196006339195,975.7099378634394
962.4112985479297,1001.9700141348841,877.4410582571629,992.8600635720196,847.6975753599285,1004.8199782520888,888.016818645239,992.1200022641721
964.8626921438457,1011.8499930538596,881.349296657652,1003.0699424936477,848.327387302613,1012.1999496094821,892.3016372870804,995.9700707595946
967.1409316269102,1030.859971434653,884.3489649952057,1013.5200059672597,850.7021953600583,1030.9399750456807,894.713731988907,1011.6400301221909
972.8006974755408,1027.1800661452712,886.9451594714227,1031.0299573643508,857.1952855695484,1041.5700682551978,899.7091051954927,1014.9299828265014
971.462480935532,1021.0799593453289,891.2983348542753,1027.4300538093153,862.264678120297,1028.1199760910986,902.3629764977993,1016.9300125938059
970.4798541685761,1046.6900308308363,891.6025987751188,1022.410000665367,861.3802322046516,1046.6899918752968,904.8580513168278,1019.630000543982
981.3155281515421,1051.260051726705,892.4653332424465,1046.5400293530824,869.3992998277126,1054.6399597830414,907.4565527927281,1041.9800085861386
984.4321500263574,1033.7900494233909,900.3593083859984,1048.9899720933142,874.7877078042386,1049.2900589165924,914.338529707134,1032.8499570217134
979.2171376679422,1024.4800488055946,903.5460884806218,1029.8700454005007,875.8167456351935,1031.3399619440315,914.74283391127,1024.4800093006493
976.1636607464077,1027.9300456024291,902.1474997146431,1023.6700272196236,872.9670672874687,1031.8499909000336,915.3865267988446,1022.1799974549713
976.5574418044569,1019.880053076482,903.9058375961486,1027.710042957485,875.920547410184,1028.4000278007506,917.086872977406,1014.7499935794773
972.6754726645769,1036.370015273577,907.5853503435555,1021.3200482948128,878.5490762284933,1045.760037556833,918.0730827156605,1021.0000679467024
978.6940235730531,1039.3500005988838,908.8711594203415,1035.9299936198,886.4826063184975,1042.7400451530752,922.2574595969321,1031.1700573828223
980.0982760401072,1046.2099770293894,914.9374401890341,1039.9900624307397,889.6337968601464,1048.280046337652,927.481326615453,1035.0399754386547
982.6619611433031,1046.2699266958775,918.2252395239774,1046.7600100570025,896.4072431833206,1059.4799838955043,930.7360575433971,1045.980068120748
982.638529040158,1042.2499515978636,921.5510341552797,1045.4600281315747,905.0544485268889,1045.9600310060082,935.1605693321826,1034.7299939576687
981.0316040965499,1046.8099301638129,922.8511668556931,1043.9400655022266,905.0395327293096,1049.6099875544664,933.8685569677652,1036.6300296988488
982.9623181017996,1026.8399963366392,924.3084070910517,1046.7399569839242,907.5820674085138,1048.6800332360028,934.6037369270028,1024.5300063137115
976.223458256382,1006.690061353487,926.4049332651499,1025.6299512568119,908.0561766887126,1025.659934904629,931.8470359470846,1006.6900273393991
970.1125483439507,1020.1200038989485,922.5720823574367,1006.059961232126,903.1590768202065,1021.1999592264054,927.747280875981,1005.6299414176644
976.0007011199893,1024.429989312512,918.4301427293423,1020.6100488878492,903.9307410419104,1024.429990412402,926.842260317147,1010.4799501743319
978.2539869347693,1023.3200075433971,921.3523127243224,1023.5800145532492,906.765655794072,1033.249945044261,926.6239151526394,1018.490068646163
978.4641150805057,992.2499517120482,921.0168383814696,1016.859973447204,910.1526072586832,1021.0299495744048,926.9138978284003,989.9399832498433
967.7154746235074,1005.5599949245335,918.6143897616867,993.2199634625318,906.4970192356287,1014.1899909701882,918.9749691333773,992.1599998746218
972.3977870266558,956.699951641077,912.8567453884187,1006.9100306006673,902.6539183287201,1006.9299548014937,917.0753811266424,956.7000287834705
955.3465194496753,953.3299891705693,916.1119773264828,955.9500455589596,898.878699520999,965.4800187427638,907.5980368774535,952.739966859311
953.9564175384165,965.7899339397313,905.6478917792144,954.8799954864982,888.1472397687493,965.7900542495904,904.4358377348782,953.139942963809
958.423124161327,974.6300752425136,906.4439837029281,969.2099516633156,888.2997461888967,975.6200214603899,901.661675111592,965.2099681411089
962.3306555955471,987.3400131640615,908.9132256413105,974.630010843933,890.5849072588502,987.6999910754203,901.0849931460025,973.7700537566246
967.4875441656412,995.7799828352096,907.3254142684641,989.9300532777909,893.4794852013288,999.4699251836239,899.7101499091984,988.480070468426
970.7004811137738,995.6399988423946,906.1145403594974,997.7800021255615,895.3331535555957,997.9500358506975,900.0938583288493,985.2399655323627
970.2257527903141,1001.8499626453938,902.1278989665213,998.1299508670273,890.488106776601,1001.8500603116331,897.3925271753372,986.2400550384225
971.2563088591577,954.4600555995228,897.170417441577,982.5999765802029,883.9659459820328,984.2699664402484,896.5095948491396,943.4399254504742
954.4772492855967,963.2099680895449,891.565206578702,956.2499370052221,872.5237028145252,963.2099256724058,888.0353250023128,952.2299973260762
957.8106941927614,974.3300225970448,886.9119889746013,967.2100722549561,862.3966372682689,974.3299571717976,890.1193796005251,965.2599651541711
962.2424048174681,967.3699271803738,891.9368669180873,974.6900192881826,862.0193284703194,974.8699699249743,893.2305370163323,960.2899635661544
960.2925190914632,979.110019482136,895.9814059055152,967.449955256969,861.7803713050185,981.5300257461427,891.9706122871639,965.0799759071471
964.3811167772593,996.6200389486136,895.2634154243174,988.3099760580363,862.9739395153938,1006.45995497573,891.3922886286082,987.2299958970549
970.0769437196911,996.0800354806782,897.7524088858071,996.8800262368027,867.0942002936481,999.4699251836239,893.8678123768569,992.699967615694
969.4386471437575,996.6500137818576,895.7950480233732,996.750058199257,863.8465136737822,996.9800524019955,894.1080965291859,989.2600238721968
969.2992717769982,994.1899472646477,893.0711471343938,997.139962311894,863.0491273113547,999.5499834441005,893.8851247754098,991.0900637950899
968.0887145521762,983.7600747043313,893.2662499656979,993.8800563492778,864.1477214636741,993.9600599982379,895.5238328453304,979.7899926189484
963.5958370088698,983.049960253823,894.6159876363579,983.9599669498804,863.6055778822719,995.7099265775142,894.3768864412011,979.8099914241733
961.7185299400093,993.3299586479188,895.4181105594936,983.1700568005743,865.3992786421893,993.7900503462372,895.3463807601632,980.3299603600206
962.4593800063313,981.5799761727513,897.4142205932143,992.5600213507715,866.7800553323863,997.3200717059968,896.2718478586676,979.8799872424604
955.6080764971198,994.7699678957464,899.8940167805854,982.7899530619982,868.4675190850554,994.7699269259869,897.381483059019,980.6599406462313
957.7875664026441,1000.0000437490405,896.5484706261757,1000.0000130128268,867.403322588378,1000.0000448057531,899.1252594787778,999.9999792572262
957.6933815205218,1003.9900440138103,898.7307877670529,1003.9899714554849,867.7768263359247,1003.9900206582128,905.4493592742981,1003.990039389223
958.756955552888,1005.5300200912894,898.9831850928667,1005.5299871579114,868.3736104411123,1005.5300006572662,908.7728920620085,1005.52994739154
960.2380470594766,1010.6999941215814,900.0426809163395,1010.7000614124837,869.3082830220757,1010.699998740667,911.3127403255703,1010.6999370318057
963.1057408775033,1012.4499461882831,902.8965498428646,1012.4499558947983,871.0062487138567,1012.4500175219594,913.9119880255463,1012.4499817337992
965.2146301605643,1016.3999292898895,905.1639040755931,1016.3999589662853,871.8305748331367,1016.3999642441808,915.0605761226417,1016.4000442553463
968.6524544362844,1015.5099658399166,907.7266265050176,1015.5099342265728,874.4132908445953,1015.5100390559552,915.5220410909654,1015.5099481780233
970.1941042354168,1034.0300002458573,908.7689339801374,1034.0299272518757,878.2678069027124,1034.0299803768514,914.6507498603465,1034.0300357747974
978.5155439822139,1008.1200282713951,914.1663769129219,1008.1199998597208,887.9207631687699,1008.1200223654984,917.9981618184747,1008.1199419129791
970.1282204648854,1009.3699940333248,909.2791565312448,1009.3700752649311,886.3935681390701,1009.3700575238524,912.9904012922349,1009.3700164843501
969.8931386508646,1023.0000223946037,911.8661537333431,1022.9999831838313,889.4808338339506,1023.0000524709998,913.3997798200847,1022.999948469192
973.8625977862539,1033.2699784587803,918.0337552923265,1033.2700213246944,893.0559069904803,1033.2700357103884,916.5801868301036,1033.2699319314363
976.7654397589984,1037.8800165178122,923.6796754013005,1037.8799665079418,893.6802396605848,1037.8799303744852,919.1552568700315,1037.8799550254048
978.8285299313666,1034.2900357281626,927.9432904427352,1034.2900141019527,892.158371701449,1034.2899414203762,920.9033613894286,1034.290020242721
979.2277886239173,1037.4500222094478,929.4614437722566,1037.449956249148,889.855250793594,1037.4499596789597,920.2572805848123,1037.4499807130696
983.2132241932692,1043.5499768528762,932.2753573276105,1043.5500106146042,891.7582326010821,1043.5500642828404,920.0283390384318,1043.550064041108
988.4811870185317,1059.530062571794,936.2126953003111,1059.5300482333007,896.600691945803,1059.5300583588062,919.4689694713952,1059.5300048846902
997.5287176497998,1049.1800721812906,943.254490225524,1049.1799485751096,904.3960226051746,1049.1800168589411,920.9303747009636,1049.1800262015463
996.55019910872,1048.1799474152328,943.5560401966277,1048.1800088709297,905.8529003034292,1048.1800496130643,917.5549047175946,1048.1799366954865
997.3901030656101,1060.2500671957077,945.6067307751182,1060.2499987893107,909.2301108390091,1060.249973895031,916.7946516294184,1060.2499618727866
1001.9131075986744,1058.330004146433,950.4892771322433,1058.3300301232937,914.0568933760701,1058.329945461738,919.5288166422548,1058.3299273263815
1001.6011867451192,1056.0599811151208,951.5148485839668,1056.0599619408254,913.74503144505,1056.0600045933961,920.7497884746791,1056.0600629333558
1000.9607599779905,1058.1500029904546,951.7636273101273,1058.1500047905447,913.6919129414258,1058.1500426786897,921.8765868287684,1058.1499380793573
1002.5127564200701,1062.8099483860553,953.2936918635073,1062.8100072689954,915.42031903643,1062.8100118060886,924.3803178470732,1062.8099581863883
1005.9063031502368,1061.3500066349031,955.6144204411212,1061.350053083897,918.6879441204069,1061.3499378654956,927.5862457204761,1061.3500454049708
1007.0990580629291,1074.9899251695872,956.7681506305638,1074.990062926829,919.669799326366,1074.9899781457066,929.5450839188101,1074.989976792425
1013.7102585931601,1076.3400099176827,961.955111683518,1076.3399513724748,923.5367959498046,1076.3400100286483,934.3203210231068,1076.3400453899208
1015.914093540913,1077.670010005939,963.825626154274,1077.6699375200274,924.3350955243287,1077.6699512454627,935.9261952337029,1077.6699659373762
1018.5529439619901,1084.8799464184822,965.4829447954598,1084.8799973291161,925.0630777674078,1084.8800651528713,937.7210133802297,1084.8799829553964
1023.2300830436649,1094.350015688932,968.450498061091,1094.3500233966413,926.8231418817637,1094.3500745955585,940.4132406000199,1094.3500142086448
1028.5368457799793,1091.3700303636253,972.1449375320676,1091.3699558072094,930.5400673173128,1091.3699591200232,943.5555901821854,1091.3700429853202
1029.4196578737976,1085.0299727412166,973.1564869101348,1085.0300184397402,932.1943510304687,1085.0299841387448,944.2294305224123,1085.029973994583
1029.2711531162024,1074.3899720351637,973.852162693471,1074.389978484333,933.2737677287577,1074.3899977981805,944.8180520732107,1074.3900126356782
1026.098841957289,1084.6500379259348,973.7454140037003,1084.6500654761496,933.1372425203024,1084.6499357045052,944.6071691494586,1084.6499966953102
1030.023871390611,1084.7099875924232,979.0388221964541,1084.7100739203993,937.9236915230928,1084.7100555008708,948.7849792588653,1084.7099931109847
1030.2238050499143,1072.6199353086236,981.5000730606023,1072.62003092894,939.6379428305981,1072.6200405527768,950.8782870356144,1072.6199691284598
1025.3823369331958,1070.2700301074983,980.478421758503,1070.270052004129,938.1186623057364,1070.2700414239584,949.9731172319653,1070.2699602697196
1023.7848456934513,1076.2800602511943,981.4224239430431,1076.2799429282252,939.7269810100256,1076.2800424342988,951.0566345896723,1076.280048974246
1024.987947249091,1037.210071386981,984.2119119507375,1037.210073247135,944.0294276015698,1037.209937099546,954.071827589363,1037.209995050371
1009.5136297824741,1034.8099545362593,976.7506610157195,1034.8100370271209,935.6811470176516,1034.8100157094418,946.8450951520505,1034.8099891785682
1008.0953789161385,1033.799939596796,978.3031910419467,1033.7999953989092,936.6534134965955,1033.8000031305014,946.8649447124602,1033.8000495147112
1006.6139830965222,1032.7199326609255,979.6731325606706,1032.7199941774013,938.1109000029145,1032.719977624148,946.2118494015338,1032.7199647877517
1005.4114901669385,1054.6899638637008,979.767216151655,1054.6900204221013,939.9528488019405,1054.6900342463432,945.5981547217967,1054.6899955306353
1013.5871639733912,1035.7300449759903,983.0871305585208,1035.7300659889581,946.1812597054062,1035.7299246948419,950.2029542472364,1035.7299342189135
1006.5073213802577,1038.4300623156669,975.1106814978722,1038.429993655235,941.8751602654753,1038.4299884607253,946.1228994917275,1038.4300714139047
1007.2471063509823,1050.2999441238107,971.2250593452159,1050.3000559427742,942.8834986222384,1050.3000714955328,947.2294005509617,1050.2999592941405
