date,close,high,low,open,pre,change,rate,volume,amount
2019/5/17,3648.7609,3745.3555,3637.5826,3744.8751,3743.9635,-95.2026,-2.5428,12845324500,1.54092349652e+11
2019/5/20,3617.7924,3644.5,3583.8324,3635.7357,3648.7609,-30.9685,-0.8487,10896347700,1.34194262584e+11
2019/5/21,3666.7762,3690.0884,3610.6817,3619.4369,3617.7924,48.9838,1.354,11102292000,1.33071381089e+11
2019/5/22,3649.3796,3679.2727,3634.7479,3663.1533,3666.7762,-17.3966,-0.4744,9834612800,1.21775244163e+11
2019/5/23,3583.9646,3631.4743,3578.1129,3629.5284,3649.3796,-65.415,-1.7925,9989778100,1.25611969477e+11
2019/5/24,3593.9139,3623.3904,3580.7853,3584.9016,3583.9646,9.9493,0.2776,8093404800,1.0133749638e+11
2019/5/27,3637.1971,3648.0267,3556.2567,3592.6027,3593.9139,43.2832,1.2043,10883087100,1.33399053908e+11
2019/5/28,3672.2605,3683.2306,3627.7878,3633.0182,3637.1971,35.0634,0.964,11788624000,1.48966334657e+11
2019/5/29,3663.909,3693.2273,3637.3481,3642.5415,3672.2605,-8.3515,-0.2274,9335544100,1.20002034237e+11
2019/5/30,3641.1833,3650.9718,3612.6248,3648.8495,3663.909,-22.7257,-0.6203,9420256100,1.12864079305e+11
2019/5/31,3629.7893,3668.1796,3627.5448,3640.9963,3641.1833,-11.394,-0.3129,8922226700,1.08264201339e+11
2019/6/3,3632.0127,3672.8136,3613.1274,3640.6126,3629.7893,2.2234,0.0613,10072318000,1.23902446407e+11
2019/6/4,3598.4666,3636.128,3584.4612,3632.5602,3632.0127,-33.5461,-0.9236,8709709400,1.09467236536e+11
2019/6/5,3597.105,3634.4536,3593.9515,3627.7947,3598.4666,-1.3616,-0.0378,8864202000,1.14634228239e+11
2019/6/6,3564.6778,3601.0356,3557.0167,3601.0356,3597.105,-32.4272,-0.9015,8553440300,1.04367267724e+11
2019/6/10,3610.7435,3623.7301,3568.2787,3578.0084,3564.6778,46.0657,1.2923,9237506100,1.17346608912e+11
2019/6/11,3719.2759,3723.1419,3617.5239,3617.5239,3610.7435,108.5324,3.0058,14348280600,1.80899072311e+11
2019/6/12,3691.0957,3711.8793,3683.9394,3706.8635,3719.2759,-28.1802,-0.7577,11917885300,1.32296097905e+11
2019/6/13,3685.3933,3697.5917,3654.2742,3689.5834,3691.0957,-5.7024,-0.1545,9633171800,1.10459901918e+11
2019/6/14,3654.8799,3709.6521,3650.9096,3690.4763,3685.3933,-30.5134,-0.828,10181700400,1.16584260575e+11
2019/6/17,3654.8248,3683.7743,3645.4982,3654.4433,3654.8799,-0.0551,-0.0015,7297667800,93092581298
2019/6/18,3667.6185,3675.6452,3638.78,3661.1299,3654.8248,12.7937,0.35,7069226600,89472839848
2019/6/19,3715.9381,3771.347,3715.1331,3761.3381,3667.6185,48.3196,1.3175,12559571500,1.72574177792e+11
2019/6/20,3828.5183,3845.7912,3717.1857,3718.9416,3715.9381,112.5802,3.0297,16887207300,2.27726981966e+11
2019/6/21,3833.9383,3856.0856,3817.3068,3832.7321,3828.5183,5.42,0.1416,15363515500,1.99961617616e+11
2019/6/24,3841.2659,3853.5452,3819.7692,3836.3051,3833.9383,7.3276,0.1911,10008462100,1.43644731704e+11
2019/6/25,3801.3098,3838.0578,3755.0099,3837.4259,3841.2659,-39.9561,-1.0402,12407591200,1.69358793347e+11
2019/6/26,3794.331,3809.758,3771.7164,3779.5125,3801.3098,-6.9788,-0.1836,8182028300,1.12106859022e+11
2019/6/27,3834.8172,3854.0801,3805.8328,3807.5376,3794.331,40.4862,1.067,10531635800,1.5648341819e+11
2019/6/28,3825.5873,3835.2326,3803.0546,3832.0599,3834.8172,-9.2299,-0.2407,8476613900,1.16512050674e+11
2019/7/1,3935.8116,3936.668,3886.909,3899.3313,3825.5873,110.2243,2.8812,15837034000,2.17470251111e+11
2019/7/2,3937.1691,3942.4257,3918.9378,3931.0486,3935.8116,1.3575,0.0345,13186349600,1.73997045122e+11
2019/7/3,3893.5341,3927.4365,3878.8405,3927.4365,3937.1691,-43.635,-1.1083,11199260300,1.63145730935e+11
2019/7/4,3873.1019,3906.8894,3854.693,3895.1978,3893.5341,-20.4322,-0.5248,9934225600,1.42669255177e+11
2019/7/5,3893.2025,3900.3095,3857.928,3875.3736,3873.1019,20.1006,0.519,7400652700,1.16236522103e+11
2019/7/8,3802.7897,3875.7547,3775.0259,3875.7547,3893.2025,-90.4128,-2.3223,10953908600,1.4719841938e+11
2019/7/9,3793.1297,3811.0993,3774.7641,3798.0954,3802.7897,-9.66,-0.254,7484273200,1.13147602951e+11
2019/7/10,3786.739,3810.396,3774.2304,3807.9497,3793.1297,-6.3907,-0.1685,7283394800,1.0135547703e+11
2019/7/11,3785.221,3830.7387,3774.4137,3806.1855,3786.739,-1.518,-0.0401,7531196500,1.13674616215e+11
2019/7/12,3808.7311,3820.2354,3774.5224,3783.0733,3785.221,23.5101,0.6211,7546596700,1.07007923971e+11
2019/7/15,3824.1878,3844.8683,3745.8549,3792.6409,3808.7311,15.4567,0.4058,10120522200,1.4249304661e+11
2019/7/16,3806.8449,3828.3256,3799.8665,3819.2474,3824.1878,-17.3429,-0.4535,8073095200,1.08449682784e+11
2019/7/17,3804.6384,3820.2713,3787.8973,3800.1064,3806.8449,-2.2065,-0.058,9518388500,1.16766781138e+11
2019/7/18,3768.4019,3793.3916,3767.9958,3793.1893,3804.6384,-36.2365,-0.9524,8749644500,1.11669365488e+11
2019/7/19,3807.9551,3828.1514,3787.5079,3787.5079,3768.4019,39.5532,1.0496,8808614900,1.17797528166e+11
2019/7/22,3781.6832,3816.5387,3765.4428,3813.5022,3807.9551,-26.2719,-0.6899,9210137700,1.17810448146e+11
2019/7/23,3789.9135,3792.9647,3768.7614,3783.5411,3781.6832,8.2303,0.2176,7131334600,1.03866608769e+11
2019/7/24,3819.8325,3840.0579,3803.5738,3803.5867,3789.9135,29.919,0.7894,9094068400,1.29940587223e+11
2019/7/25,3851.0665,3851.0665,3812.9532,3821.3898,3819.8325,31.234,0.8177,9374041700,1.25899502555e+11
2019/7/26,3858.5688,3863.5878,3832.5223,3835.2281,3851.0665,7.5023,0.1948,8325930000,1.10929728704e+11
2019/7/29,3854.2704,3862.7467,3842.426,3857.9394,3858.5688,-4.2984,-0.1114,8481437000,1.1167910884e+11
2019/7/30,3870.3176,3890.7298,3861.5698,3861.5698,3854.2704,16.0472,0.4163,9412395500,1.2048028002e+11
2019/7/31,3835.3589,3856.745,3830.0914,3856.745,3870.3176,-34.9587,-0.9033,8215115500,1.11083892777e+11
2019/8/1,3803.4694,3831.2641,3791.546,3819.3242,3835.3589,-31.8895,-0.8315,8411418000,1.1764916385e+11
2019/8/2,3747.4379,3754.5326,3720.0584,3729.1309,3803.4694,-56.0315,-1.4732,10833589700,1.41874787569e+11
2019/8/5,3675.6884,3739.5031,3675.6884,3724.4097,3747.4379,-71.7495,-1.9146,10132598100,1.33061101376e+11
2019/8/6,3636.3289,3649.8953,3575.8626,3609.1118,3675.6884,-39.3595,-1.0708,12983387100,1.67267479639e+11
2019/8/7,3621.431,3659.0778,3621.431,3654.6323,3636.3289,-14.8979,-0.4097,8423871600,1.0866766803e+11
2019/8/8,3669.2936,3675.4603,3646.9386,3651.3571,3621.431,47.8626,1.3216,8845770700,1.14981616121e+11
2019/8/9,3633.5296,3689.1774,3628.1163,3686.7493,3669.2936,-35.764,-0.9747,8529558000,1.16355689959e+11
2019/8/12,3699.1047,3699.1047,3643.3161,3647.8661,3633.5296,65.5751,1.8047,8208305600,1.21129345184e+11
2019/8/13,3665.7515,3686.4302,3658.0126,3675.5868,3699.1047,-33.3532,-0.9017,7650030200,1.03764319441e+11
2019/8/14,3682.4015,3717.5579,3680.6086,3712.0657,3665.7515,16.65,0.4542,9120259000,1.28301671073e+11
2019/8/15,3694.0006,3694.2985,3612.1108,3618.0092,3682.4015,11.5991,0.315,8859883200,1.19241082583e+11
2019/8/16,3710.5386,3738.0964,3687.0751,3697.9407,3694.0006,16.538,0.4477,8831916900,1.32696910341e+11
2019/8/19,3791.0946,3791.0946,3720.6894,3736.0344,3710.5386,80.556,2.171,13932701300,1.95448939476e+11
2019/8/20,3787.7324,3799.8977,3778.7306,3786.026,3791.0946,-3.3622,-0.0887,10860208800,1.49115340695e+11
2019/8/21,3781.7579,3792.5955,3775.4474,3778.3091,3787.7324,-5.9745,-0.1577,8229988000,1.21688505095e+11
2019/8/22,3793.5061,3797.329,3771.2048,3793.8552,3781.7579,11.7482,0.3107,8580779200,1.20708136081e+11
2019/8/23,3820.8638,3829.3607,3788.0345,3796.8821,3793.5061,27.3577,0.7212,8795458300,1.37802154001e+11
2019/8/26,3765.9105,3778.8665,3753.1646,3756.3618,3820.8638,-54.9533,-1.4382,9385926900,1.42350985497e+11
2019/8/27,3816.9459,3848.2358,3790.873,3791.4587,3765.9105,51.0354,1.3552,12473147800,1.81748784078e+11
2019/8/28,3802.5844,3822.5883,3790.1384,3818.8125,3816.9459,-14.3615,-0.3763,8875081200,1.37667277244e+11
2019/8/29,3790.1867,3808.5954,3774.3968,3805.494,3802.5844,-12.3977,-0.326,8408338700,1.26475676638e+11
2019/8/30,3799.5863,3828.9698,3778.9189,3816.678,3790.1867,9.3996,0.248,9669515000,1.52408668676e+11
2019/9/2,3848.3198,3855.7768,3799.8166,3803.689,3799.5863,48.7335,1.2826,11028934900,1.64994458613e+11
2019/9/3,3853.6106,3856.6813,3833.7571,3852.5794,3848.3198,5.2908,0.1375,9771463100,1.46270633848e+11
2019/9/4,3886.0012,3886.0012,3846.4215,3848.6483,3853.6106,32.3906,0.8405,12662861500,1.76839744819e+11
2019/9/5,3925.323,3970.0038,3909.2087,3909.2087,3886.0012,39.3218,1.0119,18165623100,2.44681225481e+11
2019/9/6,3948.5075,3948.5397,3922.3361,3946.6854,3925.323,23.1845,0.5906,12188237600,1.81718270031e+11
2019/9/9,3972.9484,3985.239,3954.8755,3980.9577,3948.5075,24.4409,0.619,14680975400,2.09545387191e+11
2019/9/10,3959.265,3976.9225,3938.7441,3976.8697,3972.9484,-13.6834,-0.3444,13088938600,1.84494349874e+11
2019/9/11,3930.0999,3971.2237,3922.9531,3969.6757,3959.265,-29.1651,-0.7366,13159487500,1.90165007512e+11
2019/9/12,3972.3799,3975.9311,3933.4366,3944.6917,3930.0999,42.28,1.0758,11024127300,1.56750653138e+11
2019/9/16,3957.7154,3982.204,3943.3734,3981.3616,3972.3799,-14.6645,-0.3692,11025980500,1.54736552348e+11
2019/9/17,3891.2208,3947.1577,3879.4852,3947.1577,3957.7154,-66.4946,-1.6801,11369431700,1.54899299888e+11
2019/9/18,3910.0837,3923.1462,3902.5109,3902.9947,3891.2208,18.8629,0.4848,8205615200,1.30159557672e+11
2019/9/19,3924.3823,3924.3823,3897.0666,3923.9631,3910.0837,14.2986,0.3657,8598423800,1.27421791159e+11
2019/9/20,3935.6511,3942.224,3921.4124,3933.4594,3924.3823,11.2688,0.2871,10345595500,1.53162588495e+11
2019/9/23,3890.6616,3925.1858,3868.214,3925.1858,3935.6511,-44.9895,-1.1431,9403622500,1.39223506453e+11
2019/9/24,3901.0758,3927.0115,3886.1404,3895.8661,3890.6616,10.4142,0.2677,8778323000,1.42341399679e+11
2019/9/25,3870.9837,3889.839,3867.2277,3887.5548,3901.0758,-30.0921,-0.7714,8952083500,1.33224463638e+11
2019/9/26,3841.1388,3890.7452,3840.2472,3884.7022,3870.9837,-29.8449,-0.771,10269830100,1.50806750013e+11
2019/9/27,3852.6534,3859.5003,3832.2466,3843.4584,3841.1388,11.5146,0.2998,7400394700,1.09130484004e+11
2019/9/30,3814.5282,3857.2319,3813.5491,3842.0741,3852.6534,-38.1252,-0.9896,6593131300,1.00487271138e+11
2019/10/8,3837.6791,3861.6429,3818.5894,3818.5894,3814.5282,23.1509,0.6069,7665786000,1.18365682514e+11
2019/10/9,3843.2392,3845.3403,3805.0671,3822.6068,3837.6791,5.5601,0.1449,7585451200,1.12406207028e+11
2019/10/10,3874.6391,3877.142,3829.4328,3838.4865,3843.2392,31.3999,0.817,7922269400,1.27474042852e+11
2019/10/11,3911.7253,3922.3694,3868.8417,3885.5198,3874.6391,37.0862,0.9572,9341257700,1.39817298256e+11
2019/10/14,3953.2411,3983.8117,3934.7325,3944.8593,3911.7253,41.5158,1.0613,12239361100,1.67857131154e+11
2019/10/15,3936.2498,3953.1645,3928.151,3953.1645,3953.2411,-16.9913,-0.4298,8527394900,1.25117107011e+11
2019/10/16,3922.6854,3964.0456,3919.0169,3939.276,3936.2498,-13.5644,-0.3446,8322970700,1.28558533503e+11
2019/10/17,3925.2216,3935.8123,3913.9173,3929.386,3922.6854,2.5362,0.0647,6486374500,99991850409
