date,close,open,high,low,high_rate,low_rate,d_close,d_open,d_high,d_low
2018/2/1,4245.9,4276.34,4287.39,4214.29,0.002583985,-0.014510072,-30,42.23,-0.47,-18.48
2018/2/2,4271.23,4213.94,4271.76,4181.78,0.013721126,-0.007631813,25.33,-62.4,-15.63,-32.51
2018/2/5,4274.15,4204.46,4274.15,4200.14,0.016575256,-0.00102748,2.92,-9.48,2.39,18.36
2018/2/6,4148.89,4182.33,4211.52,4131.56,0.006979363,-0.012139166,-125.26,-22.13,-62.63,-68.58
2018/2/7,4050.5,4205.74,4212.57,4048.42,0.001623971,-0.037406021,-98.39,23.41,1.05,-83.14
2018/2/8,4012.05,4022.88,4071.67,3974.68,0.012128127,-0.011981466,-38.45,-182.86,-140.9,-73.74
2018/2/9,3840.65,3896.17,3911.29,3759.15,0.003880734,-0.03516787,-171.4,-126.71,-160.38,-215.53
2018/2/12,3890.1,3846.27,3907.84,3828.07,0.016007717,-0.004731857,49.45,-49.9,-3.45,68.92
2018/2/13,3935.63,3925.6,3986.98,3925.6,0.015635826,0,45.53,79.33,79.14,97.53
2018/2/14,3966.96,3945.09,3971.4,3923.13,0.006669049,-0.005566413,31.33,19.49,-15.58,-2.47
2018/2/22,4052.73,4020.97,4058.79,4009.92,0.009405691,-0.002748093,85.77,75.88,87.39,86.79
2018/2/23,4071.09,4061.75,4085.2,4035.23,0.005773374,-0.006529205,18.36,40.78,26.41,25.31
2018/2/26,4118.42,4093.4,4128.74,4048.98,0.00863341,-0.010851615,47.33,31.65,43.54,13.75
2018/2/27,4058.98,4120.87,4120.87,4051.81,0,-0.016758597,-59.44,27.47,-7.87,2.83
2018/2/28,4023.64,4016.79,4051.71,3991.71,0.008693509,-0.006243792,-35.34,-104.08,-69.16,-60.1
2018/3/1,4049.09,3994.87,4061.03,3986.89,0.01656124,-0.001997562,25.45,-21.92,9.32,-4.82
2018/3/2,4016.46,4014.95,4044.42,4006.94,0.007340067,-0.001995044,-32.63,20.08,-16.61,20.05
2018/3/5,4018.1,4021.66,4042.83,3995.87,0.005263995,-0.006412775,1.64,6.71,-1.59,-11.07
2018/3/6,4066.56,4034.99,4067.55,3998.93,0.008069413,-0.008936825,48.46,13.33,24.72,3.06
2018/3/7,4036.65,4063.5,4089.7,4027.94,0.006447644,-0.008751077,-29.91,28.51,22.15,29.01
2018/3/8,4077.6,4038.95,4078.23,4029.71,0.0097253,-0.002287723,40.95,-24.55,-11.47,1.77
2018/3/9,4108.87,4088.07,4110.67,4076.45,0.005528281,-0.002842417,31.27,49.12,32.44,46.74
2018/3/12,4127.67,4130.71,4139.53,4112.77,0.002135226,-0.004343079,18.8,42.64,28.86,36.32
2018/3/13,4091.25,4124.33,4130.28,4087.56,0.001442659,-0.008915387,-36.42,-6.38,-9.25,-25.21
2018/3/14,4073.34,4076.06,4089.09,4066.49,0.003196714,-0.002347856,-17.91,-48.27,-41.19,-21.07
2018/3/15,4096.16,4058.71,4098.99,4058.71,0.009924336,0,22.82,-17.35,9.9,-7.78
2018/3/16,4056.42,4096.89,4110.05,4055.82,0.003212193,-0.010024677,-39.74,38.18,11.06,-2.89
2018/3/19,4074.25,4054.62,4074.52,4033.52,0.004907982,-0.00520394,17.83,-42.27,-35.53,-22.3
2018/3/20,4077.7,4045.74,4080.19,4040.31,0.008515129,-0.001342152,3.45,-8.88,5.67,6.79
2018/3/21,4061.05,4097.02,4110.12,4046.24,0.003197446,-0.012394374,-16.65,51.28,29.93,5.93
2018/3/22,4020.35,4062.07,4072.38,4003.72,0.002538115,-0.014364597,-40.7,-34.95,-37.74,-42.52
2018/3/23,3904.94,3896.74,3928.51,3834.94,0.008152969,-0.015859411,-115.41,-165.33,-143.87,-168.78
2018/3/26,3879.89,3862.69,3883.9,3829.92,0.005490992,-0.008483725,-25.05,-34.05,-44.61,-5.02
2018/3/27,3913.27,3927.49,3936.78,3881.87,0.002365378,-0.011615561,33.38,64.8,52.88,51.95
2018/3/28,3842.72,3865.05,3907.28,3835.88,0.01092612,-0.007547121,-70.55,-62.44,-29.5,-45.99
2018/3/29,3894.05,3854.59,3913.96,3794.26,0.015402416,-0.01565147,51.33,-10.46,6.68,-41.62
2018/3/30,3898.5,3893.75,3915.35,3879.21,0.005547352,-0.003734189,4.45,39.16,1.39,84.95
2018/4/2,3886.92,3897.01,3937.02,3882.89,0.010266846,-0.003623291,-11.58,3.26,21.67,3.68
2018/4/3,3862.48,3850.15,3878.15,3839.93,0.007272444,-0.002654442,-24.44,-46.86,-58.87,-42.96
2018/4/4,3854.86,3873.63,3898.61,3852.5,0.006448732,-0.005454832,-7.62,23.48,20.46,12.57
2018/4/9,3852.93,3851.95,3870.67,3827.41,0.004859876,-0.006370799,-1.93,-21.68,-27.94,-25.09
2018/4/10,3927.17,3860.72,3927.42,3851.8,0.01727657,-0.00231045,74.24,8.77,56.75,24.39
2018/4/11,3938.34,3934.17,3958.71,3924.96,0.006237656,-0.002341027,11.17,73.45,31.29,73.16
2018/4/12,3898.64,3935.67,3937.78,3896.18,0.000536122,-0.01003387,-39.7,1.5,-20.93,-28.78
2018/4/13,3871.14,3920.74,3929.95,3866.19,0.002349046,-0.01391319,-27.5,-14.93,-7.83,-29.99
2018/4/16,3808.86,3862.47,3869.16,3789.61,0.001732052,-0.018863577,-62.28,-58.27,-60.79,-76.58
2018/4/17,3748.64,3812.87,3822.63,3745.44,0.002559752,-0.017684841,-60.22,-49.6,-46.53,-44.17
2018/4/18,3766.28,3785.31,3789.66,3708.11,0.001149179,-0.020394631,17.64,-27.56,-32.97,-37.33
2018/4/19,3811.84,3774.78,3824.03,3767.8,0.013047118,-0.001849114,45.56,-10.53,34.37,59.69
2018/4/20,3760.85,3801.21,3815.44,3750.1,0.003743545,-0.013445719,-50.99,26.43,-8.59,-17.7
2018/4/23,3766.33,3754.69,3787.4,3735.18,0.008711771,-0.005196168,5.48,-46.52,-28.04,-14.92
2018/4/24,3843.49,3769.88,3854.43,3769.88,0.02242777,0,77.16,15.19,67.03,34.7
2018/4/25,3828.7,3824.59,3838.69,3817.03,0.00368667,-0.001976682,-14.79,54.71,-15.74,47.15
2018/4/26,3755.49,3823.39,3828.71,3744.89,0.001391435,-0.020531518,-73.21,-1.2,-9.98,-72.14
2018/4/27,3756.88,3771.04,3776.98,3714.64,0.001575162,-0.014956086,1.39,-52.35,-51.73,-30.25
2018/5/2,3763.65,3769.93,3787.3,3744.55,0.004607513,-0.00673222,6.77,-1.11,10.32,29.91
2018/5/3,3793,3756.17,3797.53,3732.37,0.011011216,-0.006336241,29.35,-13.76,10.23,-12.18
2018/5/4,3774.6,3784.32,3801.52,3770.94,0.00454507,-0.003535642,-18.4,28.15,3.99,38.57
2018/5/7,3834.19,3782.54,3834.59,3776.03,0.013760595,-0.001721066,59.59,-1.78,33.07,5.09
2018/5/8,3878.68,3834.61,3892.07,3833.73,0.014984575,-0.000229489,44.49,52.07,57.48,57.7
2018/5/9,3871.62,3876.13,3878.94,3855.74,0.00072495,-0.005260401,-7.06,41.52,-13.13,22.01
2018/5/10,3893.06,3882.84,3894.49,3867.31,0.003000381,-0.00399965,21.44,6.71,15.55,11.57
2018/5/11,3872.84,3902.15,3903.34,3871.95,0.00030496,-0.007739323,-20.22,19.31,8.85,4.64
2018/5/14,3909.29,3886.87,3919.3,3886.87,0.008343474,0,36.45,-15.28,15.96,14.92
2018/5/15,3924.1,3920.14,3924.34,3892.92,0.00107139,-0.00694363,14.81,33.27,5.04,6.05
2018/5/16,3892.84,3909.82,3923.34,3889.19,0.00345796,-0.005276458,-31.26,-10.32,-1,-3.73
2018/5/17,3864.05,3895.49,3899.51,3858.85,0.001031963,-0.009405749,-28.79,-14.33,-23.83,-30.34
2018/5/18,3903.06,3860.16,3903.06,3841.9,0.011113529,-0.004730374,39.01,-35.33,3.55,-16.95
2018/5/21,3921.24,3925.54,3937.46,3913.6,0.003036525,-0.00304162,18.18,65.38,34.4,71.7
2018/5/22,3906.21,3918.82,3918.82,3881.17,0,-0.009607484,-15.03,-6.72,-18.64,-32.43
2018/5/23,3854.58,3898.27,3898.27,3854.58,0,-0.011207536,-51.63,-20.55,-20.55,-26.59
2018/5/24,3827.22,3853.29,3859.1,3823.92,0.001507802,-0.007622058,-27.36,-44.98,-39.17,-30.66
2018/5/25,3816.5,3823.74,3841.12,3804.13,0.004545288,-0.005128487,-10.72,-29.55,-17.98,-19.79
2018/5/28,3833.26,3816.26,3846.55,3799.32,0.00793709,-0.004438901,16.76,-7.48,5.43,-4.81
2018/5/29,3804.01,3824.19,3841.78,3800.67,0.004599667,-0.006150322,-29.25,7.93,-4.77,1.35
2018/5/30,3723.37,3755.18,3767.89,3722.07,0.003384658,-0.008817154,-80.64,-69.01,-73.89,-78.6
2018/5/31,3802.38,3749.3,3804.79,3742.53,0.014800096,-0.00180567,79.01,-5.88,36.9,20.46
2018/6/1,3770.59,3789.67,3802.54,3753.84,0.003396074,-0.009454649,-31.79,40.37,-2.25,11.31
2018/6/4,3807.58,3785.19,3813.41,3776.62,0.007455372,-0.002264087,36.99,-4.48,10.87,22.78
2018/6/5,3845.32,3811.29,3845.56,3800.93,0.008991706,-0.00271824,37.74,26.1,32.15,24.31
2018/6/6,3837.35,3839.68,3848.33,3830.9,0.002252792,-0.002286649,-7.97,28.39,2.77,29.97
2018/6/7,3831.01,3846.94,3859.85,3827.69,0.003355914,-0.005003977,-6.34,7.26,11.52,-3.21
2018/6/8,3779.62,3819.45,3819.46,3759.27,2.618E-06,-0.015756195,-51.39,-27.49,-40.39,-68.42
2018/6/11,3779.98,3770.21,3792.55,3756.51,0.005925399,-0.00363375,0.36,-49.24,-26.91,-2.76
2018/6/12,3825.95,3783.19,3830.47,3765.26,0.01249739,-0.004739387,45.97,12.98,37.92,8.75
2018/6/13,3788.34,3814.62,3817.45,3782.07,0.000741883,-0.00853296,-37.61,31.43,-13.02,16.81
2018/6/14,3773.37,3774.64,3808.16,3759.25,0.008880317,-0.00407721,-14.97,-39.98,-9.29,-22.82
2018/6/15,3753.43,3763.04,3780.34,3737.43,0.004597347,-0.006805668,-19.94,-11.6,-27.82,-21.82
2018/6/19,3621.12,3702.67,3712.82,3583.02,0.002741265,-0.032314519,-132.31,-60.37,-67.52,-154.41
2018/6/20,3635.44,3602.55,3649.34,3578.17,0.012988022,-0.006767429,14.32,-100.12,-63.48,-4.85
2018/6/21,3592.97,3633.56,3673.56,3589.49,0.011008488,-0.012128601,-42.47,31.01,24.22,11.32
2018/6/22,3608.9,3567.89,3609.08,3542.46,0.011544638,-0.007127462,15.93,-65.67,-64.48,-47.03
2018/6/25,3560.48,3625.8,3631.03,3559.03,0.00144244,-0.018415246,-48.42,57.91,21.95,16.57
2018/6/26,3531.11,3521.59,3541.78,3478.21,0.005733206,-0.012318299,-29.37,-104.21,-89.25,-80.82
2018/6/27,3459.26,3525.13,3537.66,3441.78,0.003554479,-0.023644518,-71.85,3.54,-4.12,-36.43
2018/6/28,3423.53,3434.94,3477.06,3416.95,0.012262223,-0.005237355,-35.73,-90.19,-60.6,-24.83
2018/6/29,3510.98,3431.96,3512.38,3425.22,0.023432674,-0.001963892,87.45,-2.98,35.32,8.27
2018/7/2,3407.96,3504.46,3506.9,3383.5,0.000696256,-0.034516017,-103.02,72.5,-5.48,-41.72
2018/7/3,3409.28,3410.48,3422.04,3319.29,0.003389552,-0.026738172,1.32,-93.98,-84.86,-64.21
2018/7/4,3363.75,3398.78,3418.33,3359.09,0.005752064,-0.01167772,-45.53,-11.7,-3.71,39.8
2018/7/5,3342.44,3365.55,3398.49,3330.71,0.009787405,-0.010351948,-21.31,-33.23,-19.84,-28.38
2018/7/6,3365.12,3347.06,3396.25,3295.73,0.01469648,-0.015335847,22.68,-18.49,-2.24,-34.98
2018/7/9,3459.18,3378.91,3459.32,3378.91,0.023797615,0,94.06,31.85,63.07,83.18
2018/7/10,3467.52,3464.91,3474.14,3437.27,0.00266385,-0.007977119,8.34,86,14.82,58.36
2018/7/11,3407.53,3398.93,3427.57,3375.14,0.008426181,-0.006999262,-59.99,-65.98,-46.57,-62.13
2018/7/12,3481.06,3403.33,3499.1,3403.33,0.028140086,0,73.53,4.4,71.53,28.19
2018/7/13,3492.69,3488.5,3499.76,3474.91,0.003227748,-0.003895657,11.63,85.17,0.66,71.58
2018/7/16,3472.09,3488.97,3506.24,3459.73,0.004949885,-0.008380697,-20.6,0.47,6.48,-15.18
2018/7/17,3449.38,3466.42,3467.19,3420.97,0.000222131,-0.01311151,-22.71,-22.55,-39.05,-38.76
2018/7/18,3431.32,3456.61,3479.26,3430.16,0.006552663,-0.007652006,-18.06,-9.81,12.07,9.19
2018/7/19,3428.34,3444.8,3466.51,3417.96,0.006302253,-0.007791454,-2.98,-11.81,-12.75,-12.2
2018/7/20,3492.89,3426.46,3505.93,3398.95,0.023193033,-0.008028694,64.55,-18.34,39.42,-19.01
2018/7/23,3525.75,3471.86,3527.53,3464.65,0.016034633,-0.002076697,32.86,45.4,21.6,65.7
2018/7/24,3581.71,3530.66,3596.51,3530.66,0.018650904,0,55.96,58.8,68.98,66.01
2018/7/25,3577.75,3589.51,3589.98,3566.31,0.000130937,-0.006463278,-3.96,58.85,-6.53,35.65
2018/7/26,3536.25,3583.32,3593.92,3528.64,0.002958151,-0.015259592,-41.5,-6.19,3.94,-37.67
2018/7/27,3521.23,3533.77,3545.41,3512.7,0.003293933,-0.005962471,-15.02,-49.55,-48.51,-15.94
2018/7/30,3515.08,3520.85,3550.9,3489.55,0.008534871,-0.008889899,-6.15,-12.92,5.49,-23.15
2018/7/31,3517.66,3510.47,3528.15,3493.15,0.005036363,-0.004933812,2.58,-10.38,-22.75,3.6
2018/8/1,3447.39,3530.03,3543.61,3446.78,0.003846993,-0.023583369,-70.27,19.56,15.46,-46.37
2018/8/2,3370.96,3434.35,3434.35,3322.1,0,-0.032684496,-76.43,-95.68,-109.26,-124.68
2018/8/3,3315.28,3366.66,3381.34,3315.2,0.004360405,-0.015285179,-55.68,-67.69,-53.01,-6.9
2018/8/6,3273.27,3312.82,3344.25,3257.69,0.009487385,-0.016641411,-42.01,-53.84,-37.09,-57.51
2018/8/7,3368.87,3284.98,3368.96,3263.5,0.025564844,-0.006538853,95.6,-27.84,24.71,5.81
2018/8/8,3314.51,3362.15,3368.16,3311.77,0.001787547,-0.014984459,-54.36,77.17,-0.8,48.27
2018/8/9,3397.53,3303.48,3408.39,3299.62,0.031757419,-0.001168465,83.02,-58.67,40.23,-12.15
2018/8/10,3405.02,3398.41,3424.04,3380.57,0.007541762,-0.005249514,7.49,94.93,15.65,80.95
2018/8/13,3390.34,3369.98,3396.19,3336.7,0.007777494,-0.00987543,-14.68,-28.43,-27.85,-43.87
2018/8/14,3372.91,3386.48,3391.73,3356.61,0.001550282,-0.008820368,-17.43,16.5,-4.46,19.91
2018/8/15,3291.98,3371.96,3372.14,3288.71,5.3381E-05,-0.024688905,-80.93,-14.52,-19.59,-67.9
2018/8/16,3276.73,3251.86,3315.2,3231.56,0.019478083,-0.006242581,-15.25,-120.1,-56.94,-57.15
2018/8/17,3229.62,3305.9,3311.57,3224.1,0.001715115,-0.02474364,-47.11,54.04,-3.63,-7.46
2018/8/20,3267.25,3238.22,3267.25,3209.01,0.008964802,-0.009020388,37.63,-67.68,-44.32,-15.09
2018/8/21,3326.65,3271.84,3331.71,3270.03,0.018298572,-0.000553206,59.4,33.62,64.46,61.02
2018/8/22,3307.95,3328.97,3328.97,3299.39,0,-0.008885631,-18.7,57.13,-2.74,29.36
2018/8/23,3320.03,3308.46,3336.11,3285.81,0.008357363,-0.006846085,12.08,-20.51,7.14,-13.58
2018/8/24,3325.33,3308.48,3353.04,3291.87,0.013468421,-0.005020432,5.3,0.02,16.93,6.06
2018/8/27,3406.57,3339.39,3406.57,3339.26,0.020117447,-3.89E-05,81.24,30.91,53.53,47.39
2018/8/28,3400.17,3408.15,3416.59,3388.81,0.002476417,-0.005674633,-6.4,68.76,10.02,49.55
2018/8/29,3386.57,3393.05,3398.71,3377.12,0.001668116,-0.004694891,-13.6,-15.1,-17.88,-11.69
2018/8/30,3351.09,3385.81,3402.56,3349.47,0.004947118,-0.01073303,-35.48,-7.24,3.85,-27.65
2018/8/31,3334.5,3333.38,3356.58,3310.87,0.006959903,-0.006752905,-16.59,-52.43,-45.98,-38.6
2018/9/3,3321.82,3320.69,3325.61,3291.78,0.00148162,-0.008706022,-12.68,-12.69,-30.97,-19.09
2018/9/4,3363.9,3324.19,3370.96,3307.96,0.014069593,-0.004882392,42.08,3.5,45.35,16.18
2018/9/5,3298.14,3349.7,3354.2,3298.14,0.001343404,-0.015392423,-65.76,25.51,-16.76,-9.82
2018/9/6,3262.88,3286.66,3311.5,3253.76,0.007557825,-0.010010162,-35.26,-63.04,-42.7,-44.38
2018/9/7,3277.64,3273.89,3316.61,3253.72,0.013048697,-0.006160867,14.76,-12.77,5.11,-0.04
2018/9/10,3230.07,3271.38,3277.88,3227.85,0.001986929,-0.013306311,-47.57,-2.51,-38.73,-25.87
2018/9/11,3224.21,3229.71,3245.62,3209.11,0.004926139,-0.006378282,-5.86,-41.67,-32.26,-18.74
2018/9/12,3202.02,3216.99,3225.6,3194.98,0.002676415,-0.006841799,-22.19,-12.72,-20.02,-14.13
2018/9/13,3236.57,3239.69,3249.59,3191.4,0.003055848,-0.014905747,34.55,22.7,23.99,-3.58
2018/9/14,3242.09,3242.83,3254.1,3227.94,0.003475359,-0.004591668,5.52,3.14,4.51,36.54
2018/9/17,3204.92,3224.93,3230.79,3200.51,0.001817094,-0.007572257,-37.17,-17.9,-23.31,-27.43
2018/9/18,3269.43,3193.64,3270.11,3193.64,0.023944465,0,64.51,-31.29,39.32,-6.87
2018/9/19,3312.48,3262,3335.99,3258.31,0.022682403,-0.001131208,43.05,68.36,65.88,64.67
2018/9/20,3310.13,3314.88,3332.31,3303.07,0.005258109,-0.003562723,-2.35,52.88,-3.68,44.76
2018/9/21,3410.49,3320.7,3410.49,3307.77,0.02703948,-0.003893757,100.36,5.82,78.18,4.7
2018/9/25,3379.8,3375.97,3394.38,3367.03,0.005453248,-0.002648128,-30.69,55.27,-16.11,59.26
2018/9/26,3417.24,3388.56,3448.26,3383.24,0.017618103,-0.001569988,37.44,12.59,53.88,16.21
2018/9/27,3403.59,3415.95,3423.71,3394.73,0.002271696,-0.006212035,-13.65,27.39,-24.55,11.49
2018/9/28,3438.86,3409.96,3444.99,3404.7,0.010272848,-0.00154254,35.27,-5.99,21.28,9.97
2018/10/8,3290.9,3361.56,3364.46,3285.25,0.000862695,-0.02270077,-147.96,-48.4,-80.53,-119.45
2018/10/9,3288.69,3290.17,3309.8,3276.13,0.005966257,-0.004267257,-2.21,-71.39,-54.66,-9.12
2018/10/10,3281.6,3295.43,3315.73,3256.58,0.006160046,-0.011789053,-7.09,5.26,5.93,-19.55
2018/10/11,3124.11,3179.54,3209.52,3099.04,0.009429037,-0.025318128,-157.49,-115.89,-106.21,-157.54
2018/10/12,3170.73,3123.37,3184.12,3094.97,0.019450145,-0.009092743,46.62,-56.17,-25.4,-4.07
2018/10/15,3126.45,3173.85,3183.13,3120.23,0.002923894,-0.016894308,-44.28,50.48,-0.99,25.26
2018/10/16,3100.97,3128.58,3166.09,3089.37,0.011989465,-0.012532842,-25.48,-45.27,-17.04,-30.86
2018/10/17,3118.25,3140.68,3149.13,3062.55,0.0026905,-0.024876778,17.28,12.1,-16.96,-26.82
2018/10/18,3044.39,3097.79,3097.79,3043.38,0,-0.017564134,-73.86,-42.89,-51.34,-19.17
2018/10/19,3134.95,3017.75,3137.75,3009.5,0.039764725,-0.002733825,90.56,-80.04,39.96,-33.88
2018/10/22,3270.27,3159.56,3297.38,3159.56,0.043619998,0,135.32,141.81,159.63,150.06
2018/10/23,3183.43,3273.13,3276.02,3163.57,0.000882947,-0.033472548,-86.84,113.57,-21.36,4.01
2018/10/24,3188.2,3169.46,3245.4,3164.29,0.023959917,-0.001631193,4.77,-103.67,-30.62,0.72
2018/10/25,3194.31,3107.84,3197.32,3099.89,0.028791701,-0.002558047,6.11,-61.62,-48.08,-64.4
2018/10/26,3173.64,3204.28,3218.1,3151.92,0.004312981,-0.016340644,-20.67,96.44,20.78,52.03
2018/10/29,3076.89,3157.49,3158.81,3062.58,0.000418054,-0.030058686,-96.75,-46.79,-59.29,-89.34
2018/10/30,3110.26,3061.93,3146.63,3050.77,0.027662291,-0.00364476,33.37,-95.56,-12.18,-11.81
2018/10/31,3153.82,3116.66,3168.92,3106.03,0.01676795,-0.003410702,43.56,54.73,22.29,55.26
2018/11/1,3177.03,3185.2,3217.8,3173.1,0.010234836,-0.00379882,23.21,68.54,48.88,67.07
2018/11/2,3290.25,3258.61,3290.25,3222.44,0.009709661,-0.011099825,113.22,73.41,72.45,49.34
2018/11/5,3262.84,3269.47,3279.88,3230.36,0.003184002,-0.011962183,-27.41,10.86,-10.37,7.92
2018/11/6,3243.15,3254.98,3254.98,3213.89,0,-0.012623733,-19.69,-14.49,-24.9,-16.47
2018/11/7,3221.91,3243.88,3270.5,3218.42,0.008206222,-0.007848626,-21.24,-11.1,15.52,4.53
2018/11/8,3212.77,3251.73,3253.57,3207.71,0.000565853,-0.013537409,-9.14,7.85,-16.93,-10.71
2018/11/9,3167.44,3193.3,3193.3,3166.31,0,-0.008452072,-45.33,-58.43,-60.27,-41.4
2018/11/12,3205.14,3160.25,3206.51,3152.44,0.014638082,-0.002471323,37.7,-33.05,13.21,-13.87
2018/11/13,3237.38,3164.92,3254.77,3161.1,0.028389343,-0.001206982,32.24,4.67,48.26,8.66
2018/11/14,3204.94,3233.64,3239.24,3200.23,0.001731795,-0.01033201,-32.44,68.72,-15.53,39.13
2018/11/15,3242.37,3201.28,3242.38,3198.78,0.012838615,-0.000780938,37.43,-32.36,3.14,-1.45
2018/11/16,3257.67,3242.88,3282.39,3223.72,0.012183615,-0.005908328,15.3,41.6,40.01,24.94
2018/11/19,3294.6,3258.79,3294.6,3251.07,0.010988741,-0.002368977,36.93,15.91,12.21,27.35
2018/11/20,3218.41,3268.08,3278.78,3213.68,0.003274094,-0.016645859,-76.19,9.29,-15.82,-37.39
2018/11/21,3226.49,3187.1,3230.26,3185.24,0.013542092,-0.000583603,8.08,-80.98,-48.52,-28.44
2018/11/22,3214.43,3232.97,3235.45,3199.7,0.000767097,-0.010290847,-12.06,45.87,5.19,14.46
2018/11/23,3143.48,3208.59,3212.2,3139.39,0.001125105,-0.021567106,-70.95,-24.38,-23.25,-60.31
2018/11/26,3141.24,3148.67,3169.44,3131.64,0.006596436,-0.005408633,-2.24,-59.92,-42.76,-7.75
2018/11/27,3137.24,3152.77,3162.01,3126.29,0.002930756,-0.008398963,-4,4.1,-7.43,-5.35
2018/11/28,3178.93,3137.75,3179.41,3126.62,0.01327703,-0.003547128,41.69,-15.02,17.4,0.33
2018/11/29,3137.65,3198.83,3204.86,3137.65,0.001885064,-0.019125743,-41.28,61.08,25.45,11.03
2018/11/30,3172.69,3136.2,3175.15,3132.42,0.012419489,-0.00120528,35.04,-62.63,-29.71,-5.23
2018/12/3,3260.95,3260.69,3273.64,3228.36,0.003971552,-0.009915079,88.26,124.49,98.49,95.94
2018/12/4,3267.71,3256.23,3267.94,3243.7,0.003596183,-0.003848008,6.76,-4.46,-5.7,15.34
2018/12/5,3252,3224.26,3266.9,3219.98,0.01322474,-0.001327436,-15.71,-31.97,-1.04,-23.72
2018/12/6,3181.67,3218.11,3223.52,3179.89,0.001681111,-0.011876536,-70.33,-6.15,-43.38,-40.09
2018/12/7,3181.56,3187.49,3193.82,3176.71,0.001985889,-0.003381971,-0.11,-30.62,-29.7,-3.18
2018/12/10,3144.76,3153.52,3170.15,3134.38,0.005273472,-0.006069408,-36.8,-33.97,-23.67,-42.33
2018/12/11,3159.82,3148.23,3161.96,3143.61,0.004361181,-0.001467491,15.06,-5.29,-8.19,9.23
2018/12/12,3170.61,3181.57,3182.21,3160.28,0.000201159,-0.006691665,10.79,33.34,20.25,16.67
2018/12/13,3219.69,3178.89,3234.08,3169.42,0.017361406,-0.002979027,49.08,-2.68,51.87,9.14
2018/12/14,3165.91,3207.35,3210.72,3165.91,0.001050712,-0.012920324,-53.78,28.46,-23.36,-3.51
2018/12/17,3161.2,3158.28,3167.51,3134.37,0.002922477,-0.007570576,-4.71,-49.07,-43.21,-31.54
2018/12/18,3128.43,3139.95,3165,3114.47,0.007977834,-0.008114779,-32.77,-18.33,-2.51,-19.9
2018/12/19,3091.13,3133.74,3137.01,3086.76,0.001043482,-0.014991671,-37.3,-6.21,-27.99,-27.71
2018/12/20,3067.42,3083.54,3097.72,3044.29,0.004598611,-0.012728877,-23.71,-50.2,-39.29,-42.47
2018/12/21,3029.4,3055.33,3057.4,3007.61,0.000677505,-0.015618607,-38.02,-28.21,-40.32,-36.68
2018/12/24,3038.2,3015.5,3040.35,3007.33,0.008240756,-0.002709335,8.8,-39.83,-17.05,-0.28
2018/12/25,3017.28,3006.88,3030.14,2964.88,0.007735593,-0.013967967,-20.92,-8.62,-10.21,-42.45
2018/12/26,3002.03,3012.87,3029.06,2996.48,0.005373614,-0.005439996,-15.25,5.99,-1.08,31.6
2018/12/27,2990.51,3042.95,3047.23,2990.51,0.00140653,-0.017233277,-11.52,30.08,18.17,-5.97
2018/12/28,3010.65,2994.8,3024.35,2984.82,0.009867103,-0.003332443,20.14,-48.15,-22.88,-5.69
2019/1/2,2969.54,3017.07,3018.78,2958.49,0.000566775,-0.019416189,-41.11,22.27,-5.57,-26.33
2019/1/3,2964.84,2963.02,3000.44,2953.25,0.012629007,-0.003297312,-4.7,-54.05,-18.34,-5.24
2019/1/4,3035.87,2940.19,3036.81,2935.83,0.032861822,-0.001482897,71.03,-22.83,36.37,-17.42
2019/1/7,3054.3,3055.15,3061.75,3035.91,0.002160287,-0.006297563,18.43,114.96,24.94,100.08
2019/1/8,3047.7,3049.87,3055.51,3038.53,0.001849259,-0.003718191,-6.6,-5.28,-6.24,2.62
2019/1/9,3078.48,3065.23,3117.96,3062.85,0.017202624,-0.000776451,30.78,15.36,62.45,24.32
2019/1/10,3072.69,3077.48,3092.54,3062.57,0.004893614,-0.004844873,-5.79,12.25,-25.42,-0.28
2019/1/11,3094.78,3082.26,3102.83,3071.03,0.006673675,-0.00364343,22.09,4.78,10.29,8.46
2019/1/14,3067.78,3092.5,3097.41,3064.38,0.001587712,-0.009092967,-27,10.24,-5.42,-6.65
2019/1/15,3127.99,3071.52,3129.37,3064.67,0.018834323,-0.002230166,60.21,-20.98,31.96,0.29
2019/1/16,3128.65,3126.13,3135.01,3117.29,0.002840573,-0.002827777,0.66,54.61,5.64,52.62
2019/1/17,3111.42,3132.63,3141.71,3110.06,0.002898523,-0.007204809,-17.23,6.5,6.7,-7.23
2019/1/18,3168.17,3124.5,3171.69,3120.35,0.015103217,-0.001328213,56.75,-8.13,29.98,10.29
2019/1/21,3185.64,3170.88,3199.21,3170.88,0.008934428,0,17.47,46.38,27.52,50.53
2019/1/22,3143.32,3181.95,3181.95,3135.34,0,-0.01464825,-42.32,11.07,-17.26,-35.54
2019/1/23,3141.05,3136.1,3157.63,3131.87,0.006865215,-0.001348809,-2.27,-45.85,-24.32,-3.47
2019/1/24,3158.78,3146.6,3165.63,3125.3,0.006047798,-0.006769211,17.73,10.5,8,-6.57
2019/1/25,3184.47,3165.18,3203.17,3164.41,0.012002477,-0.000243272,25.69,18.58,37.54,39.11
2019/1/28,3183.78,3203.12,3228.87,3174.72,0.008039037,-0.008866355,-0.69,37.94,25.7,10.31
2019/1/29,3193.97,3177.26,3200.99,3148.23,0.007468699,-0.009136803,10.19,-25.86,-27.88,-26.49
